10,584
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,53175
12,5195
12,495
12,48275
12,45825
12,446
12,4215
12,40925
12,38475
12,3725
12,36025
12,33575
12,3235
12,31125
12,28675
12,2745
12,26225
12,23775
12,2255
12,21325
12,18875
12,1765
12,152
12,13975
12,1275
12,11525
12,09075
12,0785
12,06625
12,04175
12,0295
12,01725
11,99275
11,9805
11,96825
11,94375
11,9315
11,91925
11,907
11,89475
11,8825
11,87025
11,84575
11,84575
11,82125
11,82125
11,79675
11,79675
11,7845
11,77225
11,76
11,74775
11,7355
11,72325
11,72325
11,711
11,69875
11,69875
11,6865
11,67425
11,67425
11,64975
11,64975
11,64975
11,6375
11,62525
11,62525
11,613
11,60075
11,60075
11,60075
11,5885
11,5885
11,57625
11,57625
11,55175
11,55175
11,55175
11,55175
11,5395
11,5395
11,52725
11,52725
11,52725
11,515
11,50275
11,50275
11,50275
11,50275
11,4905
11,47825
11,47825
11,47825
11,466
11,45375
11,45375
11,45375
11,45375
11,4415
11,4415
11,42925
11,42925
11,417
11,417
11,40475
11,40475
11,3925
11,3925
11,38025
11,38025
11,368
11,35575
11,35575
11,35575
11,33125
11,33125
11,33125
11,319
11,30675
11,30675
11,2945
11,28225
11,28225
11,25775
11,25775
11,23325
11,221
11,1965
11,15975
11,123
11,08625
11,03725
10,98825
10,9025
10,8045
10,62075
10,486
